Date/Time	City	State	Shape	Duration	Summary	Posted
3/8/15 23:03	Indian Trail	NC	Circle	8 seconds	The spherical object appeared at the eastern horizon and ascended toward the moon at a southerly direction, and eclipsed the moon.	3/13/15
3/8/15 23:00	Cape San Blas	FL	Circle	5 minutes	Circular orange/red fast moving aircraft without any sound which also made sudden 90 degree turn.	3/13/15
3/8/15 22:40	Dry Fork	VA	Circle	4 seconds	A big round ball of light moving swiftly overhead, turned completely red for a split second, and suddenly vanished.	3/13/15
3/8/15 22:00	Smithfield	NC	Light	3 seconds	Bluish-white light descends over Smithfield.	3/13/15
3/8/15 21:45	Layton	UT	Light	5-10 minutes	1-5 orange stationary lights observed over Layton, Utah	3/13/15
3/8/15 21:30	Rensselaer	NY	Light	30	Light like expended firework display....no fireworks in the area per local PD.	3/13/15
3/8/15 21:20	Pretoria (South Africa)		Diamond	~20 seconds	Diamond-shape craft hovering above fishing resort waters .  Pretoria.  Hartbeespoort Resort.	3/13/15
3/8/15 21:00	Fairbanks	AK	Disk	1 hour	Spotted a bright white light in the sky that was moving around, didn't get closer or farther away .We put some binoculars on it seemed	3/13/15
3/8/15 21:00	San Francisco	CA	Light	2 hours	2 orange orbs at ocean beach, San Francisco	3/13/15
3/8/15 21:00	Fairbanks	AK	Disk	1 hour	Spotted a bright white light in the sky that was moving around, didn't get closer or farther away.	3/13/15
3/8/15 20:45	Redmond	OR	Circle	1-3 minutes	4 red/orange circle/sphere/orb like coloured lights in the sky on a very clear night	3/13/15
3/8/15 20:00	Orem	UT	Fireball	2-5 minutes	Reddish dots disappearing.	3/13/15
3/8/15 19:55	Wahiawa	HI	Flash	3 minutes	Bright blinking light over Hawaii.	3/13/15
3/8/15 18:45	Ahmedabad (India)		Cross		I was testing the camera of my new mobile and took a photo of my the scene from my terrace and on the first click I got a bird like thi	3/13/15
3/8/15 17:00	Williams Bay	WI	Light	1 hour	Steady light like large star over Walworth County.  ((NUFORC Note:  Sighting of a star or planet, we suspect.  PD))	3/13/15
3/8/15 16:30	Temecula	CA	Unknown	15 minutes	Teal Blue Hovering Object, Bright Light then Dim, Appearing/Reappearing In Various Parts of Sky.	3/13/15
3/8/15 16:15		CT	Triangle	20 seconds	I am astonished.	3/13/15
3/8/15 14:00	Charlottesville	VA	Fireball	5 minutes	Fireball falling at a strange speed and trajectory then turned to a silver something or other, and began flashing a blue light.	3/13/15
3/8/15 12:00	Carrollton	OH	Diamond	15 minutes	Seen a weird light in the sky moving at unnatural speeds left and right, up and down. Captured it on film.	3/13/15
3/8/15 11:00	Vancouver (Canada)	BC	Circle	30 minutes	UFO appears in chemtrail over Vancouver, BC.  ((NUFORC Note:  Possibly a multi-colored kite, we suspect.  PD))	3/13/15
3/8/15 08:30	Santa Fe	TX	Unknown	5-10 seconds	Disk sighting with intense ground shaking noise 3-7-15 Next day same noise twice-no sighting 03-08-15	3/20/15
3/8/15 08:00	Tucson	AZ	Disk	1.5 hours	Daylight disc seen in clear morning sky for and hour and a half.	3/26/15
3/7/15 23:50	Tehachapi	CA	Teardrop	2-3 seconds	I observed slmost like a white comet? Moving from behind a mtn to my south east  directly over me but traveling almost straight up?? Wa	3/13/15
3/7/15 22:00	Coralville	IA	Formation	120 seconds	Red lights in arch formation, low altitude, slow speed, no sound.	3/13/15
3/7/15 20:50	Grants Pass	OR	Formation	2 minutes	3 large orange lights in large triangle formation west of Grants Pass near Onion Mtn.	3/13/15
3/7/15 20:40	Santa Fe	TX	Disk	15-20 seconds	Unknown circular (disk) type aircraft moving at astronomical speed with ground shaking noise	3/13/15
3/7/15 20:10	Roseville	CA	Fireball	7 minutes	3-4 shape-shifting, orange orbs, witnessed in the night sky of Northern California.	3/13/15
3/7/15 20:05	Glendale	AZ	Cigar	10 seconds	Five bright lights moving sporadically to the southwest.	3/13/15
3/7/15 20:00	Westminster	CO	Light	~5 seconds	White light like falling star appears to hit earth	3/13/15
3/7/15 20:00	Ritzville	WA	Light	30 seconds	7+ Ultra bright irregular blue light flashes.	4/3/15
3/7/15 19:32	Somis	CA	Circle	5 minutes	Multiple orange balls fall from sky.	3/13/15
3/7/15 19:30	Salem	OR	Circle	4 minutes	Red flashing light over downtown salem oregon, then hovers over bush park.	3/13/15
3/7/15 18:00	Albany	WI	Light	20-30 minutes	275°-290° West of coordinates 42°44'7&quot; N 89°22'54&quot; W at around 6:00 me and my two friends were outback on my patio smoking a	3/13/15
3/7/15 09:52	Ninilchik	AK	Disk	4 min 42 seconds	We saw one by naked eye and then videotaped it and there were 6 and they were moving up and down and side to side. Then they just disa	3/13/15
3/7/15 04:00	Blue Diamond	NV	Teardrop	20 minutes	Rotating dark grey metal tear drop like hovering and flying object	3/13/15
3/7/15 01:15	Camp Douglas	WI	Circle	1:05	Color changing dot in the sky moving in jerking motions. Brightness and color changed with the movement.	3/13/15
3/6/15 23:30	Marietta/Roswell	GA	Light	20 seconds	Blueish light with erratic flying course.	3/13/15
3/6/15 22:30	Phoenix	AZ	Light	30 minutes	Bright stationary object in Phoenix.	3/13/15
3/6/15 22:15	Minneapolis	MN	Unknown	1 minutes	2 orange red objects appeared as flames one after the next.	3/13/15
